time,Max,Mean,Min,P_5,P_95
2011-07-01,28.387500000000003,14.530503352538943,8.776324272155762,11.392597723007203,16.515665
2011-08-01,47.776,42.33767505712121,16.822080612182617,40.48714852539062,43.93925
2011-09-01,55.1465,41.43252003353706,36.113868713378906,37.538177490234375,45.081215
2011-10-01,101.4904,65.60281295928958,54.696712493896484,56.38944282531738,74.588615
2011-11-01,138.21970000000002,112.88063758931978,103.3255844116211,105.22348365783691,121.35735
2011-12-01,232.96099853515625,170.75836529268082,159.58338928222656,161.99223098754885,180.03135
2012-01-01,282.2369689941406,266.04352393620155,251.217,260.2991,270.9864992431641
2012-02-01,411.13983154296875,395.05330560153885,317.8302001953125,380.64565000000005,409.15347442626955
2012-03-01,367.51531982421875,347.2739594329587,268.621,328.46325,364.93945465087893
2012-04-01,278.5253601074219,259.41622070461386,190.878,241.0453,276.9289215087891
2012-05-01,140.2283477783203,68.17785121131212,58.991004943847656,61.00717144012451,74.24022
2012-06-01,53.261688232421875,33.402784796173606,29.31160000000001,30.302355000000013,37.47986888885498
2012-07-01,73.466,65.24649877877577,52.00924301147461,61.51020698547364,68.84864999999999
2012-08-01,141.725,131.01423329894536,119.86486053466797,127.64294242858887,134.3416
2012-09-01,191.3852996826172,179.70506661724306,148.691,169.75824999999998,189.33411254882813
2012-10-01,182.223,132.5432935479637,119.65230560302734,121.54521484375,144.24985
2012-11-01,231.542,128.40122935833196,103.08671569824219,104.67773246765137,152.2904
2012-12-01,238.835,207.576245149442,196.43032836914062,198.06243286132812,218.10649999999998
2013-01-01,305.9515380859375,267.2311043810341,258.1371765136719,259.67447052001955,276.3211
2013-02-01,439.1355285644531,409.9996324944223,289.082,382.86585,437.08607482910156
2013-03-01,311.667,301.97874128239346,279.0799560546875,299.21718209228516,305.01175
2013-04-01,268.35,249.25396781214266,240.4684295654297,246.31261520385743,253.69595
2013-05-01,128.75772094726562,78.5880013178631,68.1762924194336,69.955562210083,86.468
